母猪品种,variety,体况,body_condition,季节,season,胎次,配种前天数,配种后天数,产子后天数,产子数量,断奶后天数,饲料量
苏太母猪,4,很瘦,0,冬,3,5,,,,,4,3.9482812642556557
二元母猪,5,很胖,4,春,0,5,,,,,4,3.2128535343825826
太湖母猪,3,很胖,4,冬,3,1,,,,,3,3.1832480932948197
二元母猪,5,偏胖,3,春,0,4,,,6,4,,4.544438191477959
二元母猪,5,偏胖,3,夏,1,1,,,,,3,3.5046819404677807
海波儿猪,2,偏瘦,1,冬,3,3,3,,,,,3.7170669573000756
太湖母猪,3,偏瘦,1,春,0,6,1,,,,,3.2609666241653334
二元母猪,5,很胖,4,春,0,5,,,,,4,3.174423754777823
二元母猪,5,很瘦,0,春,0,2,3,,,,,4.0675851031530605
二元母猪,5,很瘦,0,秋,2,6,7,,,,,2.9068512124160097
海波儿猪,2,偏胖,3,春,0,4,,,28,4,,4.264673753172285
苏太母猪,4,很瘦,0,春,0,3,,,1,3,,4.405641681565705
太湖母猪,0,偏瘦,1,冬,3,1,,,,,2,3.6809222434506346
太湖母猪,3,标准,2,春,0,2,5,,,,,3.137732060061382
太湖母猪,0,偏胖,3,秋,2,4,,5,,,,2.285131852147083
太湖母猪,3,标准,2,冬,3,5,3,,,,,3.1088291413226887
荣昌母猪,1,偏瘦,1,冬,3,4,,,,,3,3.557153916764255
二元母猪,5,很瘦,0,夏,1,4,8,,,,,3.2767286207165736
海波儿猪,2,很胖,4,春,0,5,,,,,3,3.234315489322988
二元母猪,5,偏胖,3,春,0,2,9,,,,,2.930181428616119
荣昌母猪,1,很胖,4,冬,3,6,,9,,,,2.3087700484854503
海波儿猪,2,很胖,4,秋,2,3,,,14,3,,3.8921757248906483
太湖母猪,0,很胖,4,秋,2,3,6,,,,,3.0046283199956076
二元母猪,5,标准,2,冬,3,6,,,18,6,,5.4239036080050065
太湖母猪,0,偏瘦,1,春,0,6,,,13,6,,5.341942632132931
二元母猪,5,标准,2,夏,1,2,,6,,,,2.106038020741391
太湖母猪,0,很瘦,0,秋,2,2,,,,,2,3.7132666786890423
太湖母猪,0,很胖,4,夏,1,6,5,,,,,3.099736744306752
太湖母猪,0,很瘦,0,冬,3,5,,5,,,,2.4317756053541384
太湖母猪,3,偏胖,3,秋,2,6,,,25,6,,5.016493134977626
太湖母猪,3,偏瘦,1,夏,1,1,,,1,1,,3.3576727766554466
苏太母猪,4,偏胖,3,春,0,3,,,7,3,,3.9206543449987667
二元母猪,5,很胖,4,夏,1,1,1,,,,,3.225938642346459
太湖母猪,0,标准,2,夏,1,3,,,,,4,3.363646677153211
海波儿猪,2,偏胖,3,夏,1,5,9,,,,,3.404177984699146
太湖母猪,0,标准,2,春,0,2,3,,,,,3.0685802249233376
太湖母猪,0,偏胖,3,夏,1,1,,,,,7,3.5093168969909616
太湖母猪,3,偏瘦,1,夏,1,6,3,,,,,3.3607571672428254
太湖母猪,0,偏瘦,1,夏,1,4,7,,,,,3.328218922032024
苏太母猪,4,很瘦,0,春,0,6,8,,,,,3.8144356530076116
苏太母猪,4,很胖,4,秋,2,2,,,,,3,3.2095638167414564
太湖母猪,3,很胖,4,春,0,2,,,23,2,,3.6150498646599947
太湖母猪,3,很瘦,0,夏,1,2,,,16,2,,4.306376012894284
苏太母猪,4,很瘦,0,夏,1,6,,,,,5,3.8531459669129284
苏太母猪,4,偏瘦,1,秋,2,3,,,,,5,3.626246289156994
太湖母猪,3,偏瘦,1,秋,2,2,,,,,7,3.524851472947116
太湖母猪,0,很胖,4,春,0,6,8,,,,,2.982948625351406
太湖母猪,3,很瘦,0,夏,1,1,,8,,,,2.3956895805167475
二元母猪,5,标准,2,夏,1,6,,,5,6,,5.3954628285096415
海波儿猪,2,标准,2,冬,3,6,8,,,,,3.0826114533522557
海波儿猪,2,标准,2,秋,2,2,,,21,2,,3.947493611627752
太湖母猪,3,很胖,4,冬,3,6,,8,,,,1.5027565398849076
太湖母猪,0,偏胖,3,冬,3,2,,,,,6,3.343860817147466
海波儿猪,2,偏胖,3,冬,3,3,,,4,3,,4.187092451097669
苏太母猪,4,偏瘦,1,冬,3,3,7,,,,,3.707412884665011
太湖母猪,0,偏瘦,1,夏,1,5,6,,,,,3.297671770849876
太湖母猪,0,偏胖,3,春,0,5,,6,,,,2.236804434995537
海波儿猪,2,标准,2,夏,1,3,,6,,,,2.3206879681250103
太湖母猪,0,标准,2,夏,1,2,,,,,4,3.3049462948518404
荣昌母猪,1,很胖,4,秋,2,4,,,,,4,3.2044702405198526
荣昌母猪,1,很胖,4,秋,2,4,,,9,4,,4.262503102433948
荣昌母猪,1,很胖,4,夏,1,4,,,17,4,,4.284289850547128
海波儿猪,2,很瘦,0,夏,1,6,,,,,7,3.3352474441851094
太湖母猪,0,很瘦,0,春,0,1,5,,,,,3.117269624928408
荣昌母猪,1,偏胖,3,冬,3,4,,5,,,,2.176099581085461
海波儿猪,2,标准,2,夏,1,3,2,,,,,3.1018403449502214
海波儿猪,2,偏胖,3,秋,2,4,,,,,7,3.293874563775822
荣昌母猪,1,标准,2,秋,2,5,,2,,,,3.2815819372990807
海波儿猪,2,标准,2,秋,2,3,,,,,4,3.2242664417373965
太湖母猪,0,偏瘦,1,秋,2,1,,,,,3,3.544022558208659
二元母猪,5,很瘦,0,夏,1,4,8,,,,,3.5435045382819745
二元母猪,5,偏瘦,1,冬,3,6,,,20,6,,5.39946120556088
二元母猪,5,很胖,4,秋,2,1,5,,,,,2.760901897817715
荣昌母猪,1,很瘦,0,秋,2,6,1,,,,,3.6893038432970675
太湖母猪,3,偏胖,3,秋,2,4,4,,,,,3.0541671391216414
海波儿猪,2,标准,2,春,0,5,2,,,,,3.0133367534653126
苏太母猪,4,很胖,4,秋,2,6,4,,,,,3.2918192412578153
二元母猪,5,标准,2,秋,2,2,9,,,,,3.660672952352415
苏太母猪,4,很胖,4,春,0,2,,,28,2,,3.666715740026638
苏太母猪,4,标准,2,春,0,2,,,,,1,3.4768861120276586
苏太母猪,4,很瘦,0,冬,3,6,,9,,,,2.661313786652876
二元母猪,5,偏胖,3,冬,3,4,,,18,4,,4.511031499625524
海波儿猪,2,偏胖,3,夏,1,5,,,,,4,3.4193172305484625
海波儿猪,2,很瘦,0,夏,1,2,,,,,1,3.813293101178176
苏太母猪,4,偏瘦,1,冬,3,5,,9,,,,2.1218346640548043
太湖母猪,3,偏瘦,1,夏,1,1,,9,,,,2.2278988833190394
太湖母猪,0,很胖,4,春,0,6,6,,,,,3.1827509029548677
苏太母猪,4,偏胖,3,春,0,6,4,,,,,3.3045961253576692
海波儿猪,2,偏瘦,1,春,0,5,,4,,,,2.44471712316897
海波儿猪,2,标准,2,冬,3,1,,4,,,,2.4681079881885104
二元母猪,5,标准,2,夏,1,6,6,,,,,2.902115941450446
荣昌母猪,1,很胖,4,春,0,6,,6,,,,1.9879335854461957
太湖母猪,0,偏瘦,1,冬,3,4,,,,,5,3.6876968267524166
二元母猪,5,很瘦,0,春,0,4,,6,,,,2.845350589452802
二元母猪,5,标准,2,夏,1,1,,,18,1,,3.4532246537890963
太湖母猪,3,偏瘦,1,夏,1,4,8,,,,,3.0964947443581194
荣昌母猪,1,偏瘦,1,春,0,1,,8,,,,2.8465277983264405
荣昌母猪,1,很胖,4,冬,3,5,,,,,7,3.2632764243698595
苏太母猪,4,很瘦,0,夏,1,4,1,,,,,3.0658102134871728
荣昌母猪,1,偏瘦,1,夏,1,1,8,,,,,3.3650054717053224
太湖母猪,3,标准,2,秋,2,1,,,22,1,,3.644804653530472
太湖母猪,3,偏瘦,1,春,0,6,,,,,5,3.3225738633085014
二元母猪,5,标准,2,春,0,6,4,,,,,3.55854219318078
苏太母猪,4,很瘦,0,秋,2,1,,,10,1,,3.523664030809924
荣昌母猪,1,很瘦,0,冬,3,4,3,,,,,3.2361579923456705
太湖母猪,3,很瘦,0,秋,2,4,,,18,4,,5.148070522836731
太湖母猪,3,偏胖,3,秋,2,3,1,,,,,2.7756691362476515
二元母猪,5,很瘦,0,夏,1,3,,,20,3,,4.064913237523091
太湖母猪,3,很胖,4,春,0,1,,,5,1,,3.428371004749946
太湖母猪,0,很瘦,0,秋,2,2,9,,,,,3.120181504696645
苏太母猪,4,偏胖,3,冬,3,6,,,,,1,3.2401526158105685
苏太母猪,4,偏胖,3,秋,2,2,,,,,3,3.4553288509625193
海波儿猪,2,很胖,4,春,0,3,5,,,,,2.870313560576064
太湖母猪,0,很瘦,0,夏,1,4,3,,,,,3.0239152610967257
苏太母猪,4,标准,2,春,0,5,6,,,,,3.109227310048165
海波儿猪,2,偏瘦,1,冬,3,6,,,21,6,,5.3236969250641275
太湖母猪,0,偏瘦,1,春,0,4,1,,,,,3.11798391733134
海波儿猪,2,很胖,4,春,0,3,,,24,3,,4.020570285449112
荣昌母猪,1,偏瘦,1,春,0,4,,,,,4,3.510755100425404
荣昌母猪,1,很瘦,0,夏,1,5,,,,,3,3.5686945891154385
海波儿猪,2,偏瘦,1,秋,2,5,4,,,,,3.6089546111784454
太湖母猪,3,偏瘦,1,春,0,1,4,,,,,3.4834649687446815
海波儿猪,2,偏瘦,1,夏,1,6,,4,,,,2.1805841083340978
海波儿猪,2,偏胖,3,夏,1,2,,,19,2,,3.903267999551527
苏太母猪,4,很瘦,0,秋,2,6,,4,,,,2.4022225883426036
荣昌母猪,1,偏胖,3,冬,3,2,,4,,,,2.358925722717095
太湖母猪,3,偏瘦,1,春,0,2,,4,,,,2.4674111823351246
太湖母猪,0,偏瘦,1,夏,1,2,,,,,5,3.870231420329048
二元母猪,5,偏胖,3,秋,2,3,,,22,3,,4.100177666468176
二元母猪,5,很瘦,0,冬,3,3,,,21,3,,4.011475133575086
苏太母猪,4,标准,2,秋,2,1,,,27,1,,3.7688723861209388
太湖母猪,3,偏胖,3,夏,1,4,,4,,,,2.2062039912230897
苏太母猪,4,很胖,4,夏,1,2,,,,,6,3.2746451932818217
太湖母猪,3,很瘦,0,夏,1,2,,4,,,,1.434716804580051
海波儿猪,2,很瘦,0,冬,3,5,,,,,3,3.653537265528854
二元母猪,5,偏瘦,1,夏,1,2,,,5,2,,4.013404420251796
二元母猪,5,偏瘦,1,冬,3,2,,4,,,,2.311353625470448
太湖母猪,3,很瘦,0,冬,3,2,,4,,,,3.0846635680310404
太湖母猪,3,很瘦,0,秋,2,5,,,,,6,3.474512375534698
苏太母猪,4,偏瘦,1,秋,2,2,,4,,,,2.603392097774521
苏太母猪,4,偏瘦,1,夏,1,4,6,,,,,3.765401429739201
太湖母猪,0,标准,2,冬,3,5,,6,,,,2.5890570000635402
苏太母猪,4,标准,2,冬,3,3,4,,,,,3.3278072908672773
太湖母猪,3,偏瘦,1,冬,3,6,,4,,,,3.1513817756422657
太湖母猪,0,偏瘦,1,春,0,6,,4,,,,2.1494291758254818
太湖母猪,3,偏瘦,1,夏,1,3,,4,,,,2.76679818171093
荣昌母猪,1,标准,2,春,0,6,,4,,,,2.0523642025423783
海波儿猪,2,偏胖,3,春,0,1,,4,,,,2.285313548331744
苏太母猪,4,偏胖,3,春,0,6,,4,,,,2.327861457129659
荣昌母猪,1,偏瘦,1,冬,3,5,,,13,5,,5.076468992224642
太湖母猪,3,偏胖,3,冬,3,4,9,,,,,2.972748658959653
海波儿猪,2,偏胖,3,春,0,3,3,,,,,2.948851293629034
苏太母猪,4,很瘦,0,春,0,1,,,,,6,3.8102568478375645
苏太母猪,4,偏瘦,1,冬,3,1,,3,,,,2.0650680627534816
太湖母猪,0,偏瘦,1,秋,2,2,7,,,,,3.5594501367984424
海波儿猪,2,偏胖,3,冬,3,1,9,,,,,2.9956770979239873
太湖母猪,0,很胖,4,夏,1,4,,,1,4,,4.230426104860583
荣昌母猪,1,偏瘦,1,春,0,2,,,,,2,3.442675288924302
二元母猪,5,很胖,4,冬,3,6,,,,,5,3.1909191800974006
太湖母猪,3,偏胖,3,冬,3,3,,,10,3,,4.19292715080647
荣昌母猪,1,标准,2,夏,1,6,,9,,,,2.411487868912362
荣昌母猪,1,很胖,4,夏,1,6,,,3,6,,4.9012456276262295
太湖母猪,0,很胖,4,秋,2,5,5,,,,,2.946289530849221
荣昌母猪,1,很瘦,0,秋,2,3,,,,,7,3.995878168146883
海波儿猪,2,标准,2,夏,1,5,,,,,2,3.327826091488933
苏太母猪,4,很胖,4,秋,2,5,4,,,,,2.771049806669385
太湖母猪,0,标准,2,秋,2,4,,4,,,,1.76244724640903
荣昌母猪,1,偏胖,3,夏,1,2,7,,,,,2.9861355675663814
太湖母猪,3,很瘦,0,夏,1,3,,7,,,,3.6121375691491595
太湖母猪,0,标准,2,秋,2,5,,,,,2,3.549116538410804
二元母猪,5,标准,2,春,0,3,4,,,,,3.293200277734161
荣昌母猪,1,标准,2,秋,2,6,,4,,,,2.8873779970719204
海波儿猪,2,偏胖,3,秋,2,3,3,,,,,2.904241725582443
太湖母猪,0,标准,2,春,0,3,,3,,,,2.2940659431283565
苏太母猪,4,偏胖,3,冬,3,1,,,24,1,,3.441642526363404
海波儿猪,2,很胖,4,秋,2,6,,3,,,,2.0581917435047896
太湖母猪,0,很胖,4,冬,3,4,7,,,,,3.0484295455504418
太湖母猪,3,标准,2,春,0,3,,,,,2,3.513897498441974
太湖母猪,3,很瘦,0,冬,3,5,,,,,1,3.3306878020634376
太湖母猪,0,标准,2,夏,1,5,2,,,,,3.475816663986831
荣昌母猪,1,很胖,4,春,0,4,,,,,4,3.2837580614280246
二元母猪,5,偏瘦,1,夏,1,1,,2,,,,2.2709611915903
太湖母猪,0,很瘦,0,春,0,4,,2,,,,2.9382292419713676
苏太母猪,4,标准,2,秋,2,1,4,,,,,3.092178277038444
海波儿猪,2,很胖,4,秋,2,2,,,,,1,3.2287600262913747
太湖母猪,0,很胖,4,夏,1,3,8,,,,,3.031129731581511
太湖母猪,0,很瘦,0,夏,1,5,,,,,5,3.3920534214247815
太湖母猪,0,很瘦,0,秋,2,1,3,,,,,3.6347031895372552
二元母猪,5,偏胖,3,春,0,6,,,,,7,3.352330142069514
太湖母猪,0,偏瘦,1,秋,2,6,8,,,,,3.204412358620317
苏太母猪,4,很瘦,0,冬,3,6,,8,,,,2.5298609255335798
海波儿猪,2,很胖,4,夏,1,5,,,24,5,,4.571924843054621
苏太母猪,4,很胖,4,春,0,3,,8,,,,2.121248763627246
二元母猪,5,很胖,4,春,0,4,,8,,,,1.5548719489856722
荣昌母猪,1,标准,2,夏,1,2,,,,,6,3.498576326791626
太湖母猪,0,很胖,4,秋,2,3,,,7,3,,3.9799935587840833
荣昌母猪,1,偏胖,3,冬,3,4,,8,,,,2.283193069394644
太湖母猪,0,很瘦,0,春,0,3,,,10,3,,4.061963456062295
太湖母猪,0,标准,2,冬,3,1,,,,,2,3.3243543918490683
苏太母猪,4,偏瘦,1,秋,2,6,,8,,,,2.114996983551421
苏太母猪,4,偏瘦,1,夏,1,2,,,,,7,3.834899830459869
太湖母猪,3,很胖,4,冬,3,2,,,,,7,3.325558841617071
苏太母猪,4,标准,2,春,0,6,2,,,,,2.993963460991708
荣昌母猪,1,偏胖,3,冬,3,5,,,,,3,3.2596305646186945
二元母猪,5,很胖,4,夏,1,5,,,,,3,3.3232642197945665
苏太母猪,4,偏胖,3,春,0,1,7,,,,,3.0878300219037262
太湖母猪,3,标准,2,夏,1,4,,,27,4,,4.482102491029187
二元母猪,5,很胖,4,秋,2,5,,,,,1,3.322875288138719
二元母猪,5,很瘦,0,春,0,6,,7,,,,2.697619412547274
二元母猪,5,很胖,4,春,0,3,,,,,5,3.30094983295895
太湖母猪,3,偏瘦,1,春,0,3,1,,,,,3.327523278000061
苏太母猪,4,很胖,4,春,0,1,,,,,5,3.301786680143806
荣昌母猪,1,很胖,4,秋,2,2,,,2,2,,3.6623332889282545
太湖母猪,3,偏胖,3,夏,1,3,3,,,,,3.3974498570133873
荣昌母猪,1,偏胖,3,夏,1,6,,,,,4,3.5360898838742747
荣昌母猪,1,偏瘦,1,冬,3,5,2,,,,,3.306259244488657
苏太母猪,4,很胖,4,夏,1,4,,,7,4,,4.2881775635121135
二元母猪,5,偏胖,3,夏,1,3,,,16,3,,3.9796303913900597
海波儿猪,2,偏瘦,1,春,0,4,,,,,2,3.4192318184416317
苏太母猪,4,偏瘦,1,春,0,4,,2,,,,1.3971474183223258
荣昌母猪,1,标准,2,秋,2,4,,2,,,,3.0153237797678605
二元母猪,5,很瘦,0,秋,2,2,,,,,2,3.550884116239416
荣昌母猪,1,偏瘦,1,夏,1,1,8,,,,,3.220545740756806
太湖母猪,0,很胖,4,秋,2,3,4,,,,,2.910945066971075
苏太母猪,4,很胖,4,冬,3,5,,4,,,,2.208585585548474
荣昌母猪,1,很胖,4,秋,2,4,,4,,,,2.8422341899131167
海波儿猪,2,很瘦,0,夏,1,4,,,7,4,,4.6453150074071425
太湖母猪,0,偏瘦,1,夏,1,6,,,,,6,3.6154143152782114
荣昌母猪,1,偏瘦,1,秋,2,3,7,,,,,3.3635485317420493
海波儿猪,2,很瘦,0,春,0,2,,7,,,,3.535221273407047
荣昌母猪,1,很瘦,0,夏,1,5,2,,,,,3.391808436028016
太湖母猪,0,标准,2,秋,2,1,,2,,,,2.276233994421701
二元母猪,5,很胖,4,春,0,4,,2,,,,2.468727623189575
二元母猪,5,偏胖,3,夏,1,2,1,,,,,3.353671714806917
二元母猪,5,标准,2,冬,3,2,4,,,,,2.824388747548889
海波儿猪,2,偏瘦,1,秋,2,5,,,,,6,3.5661499805630967
二元母猪,5,偏瘦,1,秋,2,5,,4,,,,2.9736450656491025
苏太母猪,4,偏瘦,1,夏,1,3,,,,,3,3.4041042017902754
太湖母猪,3,很瘦,0,秋,2,1,7,,,,,3.9566815449692005
苏太母猪,4,偏胖,3,冬,3,4,7,,,,,2.9242798036805473
荣昌母猪,1,偏胖,3,秋,2,5,,,18,5,,4.764345528801017
太湖母猪,3,很胖,4,秋,2,5,,7,,,,2.995525957517828
海波儿猪,2,偏胖,3,夏,1,6,,,,,4,3.2161987147715285
太湖母猪,3,很瘦,0,春,0,1,,7,,,,2.4012345379286657
海波儿猪,2,标准,2,夏,1,1,,,25,1,,3.4082090208305997
二元母猪,5,标准,2,夏,1,3,6,,,,,3.201514071224444
苏太母猪,4,偏瘦,1,春,0,3,,6,,,,3.170289810104067
苏太母猪,4,很瘦,0,春,0,4,,,20,4,,4.7420971848723825
太湖母猪,3,很瘦,0,春,0,3,,,15,3,,4.072734441801829
苏太母猪,4,很瘦,0,春,0,2,9,,,,,2.82889968143239
二元母猪,5,偏胖,3,夏,1,2,4,,,,,3.35346000883329
太湖母猪,0,很胖,4,春,0,5,,,11,5,,4.637704480105728
太湖母猪,0,偏瘦,1,春,0,5,8,,,,,3.4539701577264985
太湖母猪,3,偏胖,3,冬,3,3,,,,,1,3.3493225794102632
太湖母猪,0,很瘦,0,秋,2,4,,8,,,,3.218079874189506
太湖母猪,0,很胖,4,秋,2,1,,,11,1,,3.4014226281782634
苏太母猪,4,偏瘦,1,夏,1,4,,8,,,,2.4858744040894143
太湖母猪,0,很瘦,0,春,0,4,,,,,6,3.575775878322219
荣昌母猪,1,标准,2,秋,2,6,,,5,6,,5.410303566823687
二元母猪,5,标准,2,夏,1,2,,,7,2,,3.6416627265514583
海波儿猪,2,很瘦,0,夏,1,2,,,28,2,,4.018961100729947
二元母猪,5,偏胖,3,秋,2,4,,,,,5,3.3321446849919307
太湖母猪,3,很瘦,0,春,0,6,,,,,2,4.018889055891832
苏太母猪,4,很瘦,0,春,0,5,,8,,,,2.2134069725084795
海波儿猪,2,标准,2,夏,1,6,,,,,1,3.490254936061624
苏太母猪,4,偏胖,3,春,0,3,,,,,6,3.3756524303525985
荣昌母猪,1,标准,2,秋,2,4,,8,,,,3.1991823342708483
荣昌母猪,1,很胖,4,秋,2,6,8,,,,,2.9885872768412263
荣昌母猪,1,偏瘦,1,秋,2,2,,,,,4,3.5241152247645613
苏太母猪,4,偏胖,3,夏,1,6,,,,,4,3.449668086420148
二元母猪,5,偏胖,3,夏,1,6,,,2,6,,5.256173470226165
海波儿猪,2,偏瘦,1,秋,2,2,,,8,2,,3.8754139566125696
二元母猪,5,偏瘦,1,冬,3,6,,,6,6,,5.557582336412698
太湖母猪,0,标准,2,秋,2,1,,,9,1,,3.3802097760462257
苏太母猪,4,偏胖,3,冬,3,1,,8,,,,2.2467520000071395
荣昌母猪,1,偏瘦,1,春,0,5,,8,,,,2.9274591378706467
二元母猪,5,标准,2,秋,2,6,,8,,,,2.3481570790497885
二元母猪,5,很胖,4,秋,2,5,,,,,4,3.286178523685594
荣昌母猪,1,很瘦,0,夏,1,3,,8,,,,2.574436063840911
太湖母猪,3,偏瘦,1,冬,3,2,3,,,,,3.3289378120770823
苏太母猪,4,偏胖,3,春,0,6,5,,,,,3.028959368965474
太湖母猪,3,很瘦,0,秋,2,2,1,,,,,2.927612517724116
荣昌母猪,1,很瘦,0,春,0,3,,,11,3,,4.564650060561855
海波儿猪,2,很胖,4,冬,3,3,,,5,3,,4.066860385203974
太湖母猪,0,很瘦,0,冬,3,4,2,,,,,3.270805259549699
苏太母猪,4,标准,2,春,0,3,,2,,,,2.159539300658747
二元母猪,5,偏胖,3,秋,2,3,,,,,4,3.3546173908258963
苏太母猪,4,偏瘦,1,春,0,3,2,,,,,3.5079936463442323
二元母猪,5,偏胖,3,秋,2,2,,,,,7,3.534158636044499
荣昌母猪,1,偏胖,3,夏,1,6,4,,,,,3.277938194043084
苏太母猪,4,标准,2,春,0,4,,,16,4,,4.426034895994402
荣昌母猪,1,很瘦,0,春,0,2,,,,,1,3.469158358922722
太湖母猪,0,偏瘦,1,秋,2,6,,,3,6,,5.360012475487352
海波儿猪,2,很瘦,0,夏,1,4,,,,,2,3.778656031733896
太湖母猪,3,偏胖,3,秋,2,3,,,4,3,,4.118549457695685
荣昌母猪,1,很瘦,0,夏,1,4,,,28,4,,4.615802187602404
太湖母猪,0,很瘦,0,夏,1,4,4,,,,,3.5540295091986898
荣昌母猪,1,很胖,4,秋,2,1,8,,,,,3.18373977038653
二元母猪,5,标准,2,春,0,6,,,7,6,,5.336566195552953
太湖母猪,0,很胖,4,冬,3,2,7,,,,,2.9406301490889897
苏太母猪,4,很瘦,0,冬,3,6,,,,,3,3.9431488752942503
荣昌母猪,1,很胖,4,冬,3,3,,,,,4,3.2043605957618695
苏太母猪,4,很瘦,0,秋,2,1,,,13,1,,3.852406499161509
太湖母猪,0,很瘦,0,冬,3,2,,,11,2,,4.046763072076581
二元母猪,5,偏胖,3,冬,3,6,,,,,5,3.3180072214111043
太湖母猪,3,偏瘦,1,秋,2,6,,,,,6,3.456488941380279
荣昌母猪,1,偏胖,3,秋,2,1,,7,,,,2.5189230143364294
二元母猪,5,偏瘦,1,春,0,3,,,,,2,3.7046440343609053
苏太母猪,4,偏胖,3,秋,2,5,7,,,,,2.876981790735577
二元母猪,5,偏瘦,1,夏,1,6,3,,,,,3.3806878128385556
太湖母猪,3,偏胖,3,夏,1,3,3,,,,,3.1654825271182703
荣昌母猪,1,很胖,4,冬,3,6,7,,,,,3.2552704348630335
苏太母猪,4,偏胖,3,秋,2,6,,,17,6,,4.968528236762752
荣昌母猪,1,很瘦,0,夏,1,1,,,22,1,,3.662947337440478
海波儿猪,2,很瘦,0,春,0,5,1,,,,,3.9349515025972233
太湖母猪,3,很瘦,0,秋,2,3,6,,,,,3.3600298565614146
二元母猪,5,偏瘦,1,冬,3,6,,6,,,,2.2284908882822316
苏太母猪,4,很胖,4,冬,3,2,,,25,2,,3.7237360868975435
太湖母猪,0,很胖,4,春,0,3,9,,,,,2.8140766192621354
太湖母猪,0,偏胖,3,春,0,2,,,14,2,,3.8617759808196808
二元母猪,5,很瘦,0,夏,1,6,,9,,,,2.0737345191435073
苏太母猪,4,标准,2,秋,2,1,4,,,,,3.529809491581805
苏太母猪,4,偏瘦,1,夏,1,6,,4,,,,2.4963668088680873
太湖母猪,0,偏胖,3,秋,2,5,5,,,,,3.045742797025429
苏太母猪,4,很瘦,0,冬,3,2,,,21,2,,4.143048204695364
太湖母猪,0,很胖,4,夏,1,4,,,17,4,,4.2342337951222255
苏太母猪,4,偏瘦,1,秋,2,4,,5,,,,2.079373875493065
太湖母猪,3,标准,2,秋,2,5,7,,,,,3.2546044371716873
太湖母猪,0,偏瘦,1,春,0,2,6,,,,,3.2748082196340467
苏太母猪,4,很瘦,0,夏,1,2,4,,,,,3.347579667905504
苏太母猪,4,标准,2,冬,3,2,,,3,2,,3.6950657989123536
太湖母猪,3,很瘦,0,春,0,3,,,12,3,,4.432459757844779
太湖母猪,0,很瘦,0,秋,2,2,,,,,5,3.540303208159102
荣昌母猪,1,很胖,4,秋,2,3,,,26,3,,3.916983151774559
苏太母猪,4,偏瘦,1,秋,2,1,,4,,,,2.9521860701670737
二元母猪,5,偏瘦,1,冬,3,4,,,,,6,3.7505025978556863
苏太母猪,4,很瘦,0,秋,2,3,3,,,,,3.6509677480559954
二元母猪,5,很胖,4,冬,3,4,,,23,4,,4.332052168239604
苏太母猪,4,很瘦,0,春,0,1,,3,,,,2.301939528302727
苏太母猪,4,很胖,4,秋,2,1,,,,,6,3.155960131197876
二元母猪,5,很胖,4,冬,3,6,,,15,6,,5.075081995605997
海波儿猪,2,标准,2,冬,3,3,,,,,7,3.2934436347354143
二元母猪,5,偏胖,3,秋,2,4,,,22,4,,4.463561726292663
二元母猪,5,很胖,4,春,0,6,,,,,4,3.2781945013365266
太湖母猪,3,很瘦,0,春,0,6,,,3,6,,5.765894297892583
太湖母猪,3,标准,2,春,0,3,,,,,3,3.636558002792998
二元母猪,5,很瘦,0,冬,3,2,7,,,,,3.783480892460634
太湖母猪,0,偏瘦,1,冬,3,4,,,,,4,3.5396146914859075
太湖母猪,0,很瘦,0,夏,1,4,,,2,4,,4.927344892135561
太湖母猪,0,偏胖,3,春,0,1,3,,,,,3.2385598530186415
二元母猪,5,偏胖,3,春,0,2,,3,,,,2.06570186416958
二元母猪,5,偏瘦,1,冬,3,6,,3,,,,2.7803672880809827
海波儿猪,2,偏瘦,1,秋,2,2,,,,,4,3.4961845421804236
海波儿猪,2,偏瘦,1,冬,3,6,2,,,,,3.204956232330564
荣昌母猪,1,很胖,4,春,0,1,,,5,1,,3.4006142659222194
太湖母猪,0,偏瘦,1,冬,3,3,5,,,,,3.330510525322656
二元母猪,5,很胖,4,秋,2,4,,,10,4,,4.301978935686525
太湖母猪,3,偏瘦,1,冬,3,5,,,23,5,,5.088801698585888
荣昌母猪,1,标准,2,冬,3,2,1,,,,,3.142727351882397
太湖母猪,3,很胖,4,秋,2,3,,,,,2,3.234253770365984
太湖母猪,3,很胖,4,春,0,1,,,10,1,,3.272064258884177
苏太母猪,4,偏胖,3,春,0,4,,1,,,,2.924360017018742
太湖母猪,3,很瘦,0,夏,1,5,,,16,5,,5.5278256591393315
荣昌母猪,1,很瘦,0,秋,2,1,6,,,,,3.7441623416426535
海波儿猪,2,偏胖,3,冬,3,6,,,,,5,3.3483863063908688
苏太母猪,4,偏胖,3,秋,2,3,,6,,,,2.6588329030984648
海波儿猪,2,很瘦,0,秋,2,2,,,24,2,,3.6355701287350706
二元母猪,5,偏胖,3,春,0,3,,6,,,,2.8231919971684434
太湖母猪,0,标准,2,夏,1,5,,6,,,,2.2225589773238172
太湖母猪,3,标准,2,春,0,2,5,,,,,3.3418495321156674
海波儿猪,2,很瘦,0,冬,3,4,1,,,,,3.327072088258928
二元母猪,5,标准,2,春,0,6,,,6,6,,5.063906764765895
海波儿猪,2,偏瘦,1,秋,2,4,,,16,4,,4.6936835349417745
太湖母猪,0,标准,2,秋,2,4,,1,,,,2.5374305076324655
荣昌母猪,1,偏胖,3,夏,1,6,3,,,,,2.8330582766240218
